1.28892,2.709,3.35906,4.25641
0.3375,1.54888,2.01754,3.70078
0.32331,1.43964,1.78107,4.05447
0.3,1.2377,1.98608,3.44609
0.3,1.10487,1.80215,3.46505
0.30967,1.10657,1.63369,3.21357
104.33774,25.7204,35.37386,25.39886
0.3,1.1,1.95358,3.41033
22.01967,26.48868,43.20472,23.47782
0.3,1.13867,2.13867,4.19987
0.32804,1.20304,1.62617,3.67434
0.5,1.4,1.6,3.80346
1.31296,2.40382,2.85607,5.15591
0.3017,1.20017,2.12689,3.51538
14.49368,12.70253,9.34594,15.25991
6663397201.08532,5814698615.28602,4710069701.69481,4742827305.65751
0.3,1.2,1.61935,3.60107
643.40202,629.97008,248.49162,476.18201
107.39557,32.71331,47.22417,52.92239
0.33475,1.19249,1.75013,3.61985
0.33527,1.76293,2.23527,3.77214
13.0625,19.85709,18.1774,17.63803
5646.97602,4036.29518,4251.47679,4116.45641
0.51183,1.39234,1.94259,3.69732
0.3,1.34281,2.31566,3.8
0.62028,1.40138,1.69714,3.2692
0.3,1.15967,1.95814,3.5216
92.05861,33.369,5.74651,29.03213
0.3,1.10157,1.51049,3.53829
0.3,1.48579,2.14757,4.31116
0.5,1.26869,1.80568,3.40287
36.07445,32.01597,16.22942,47.27428
171.13683,28.87854,20.38148,26.97761
0.85,2.14317,2.86068,6.17622
52497.21918,49132.67879,47537.02176,48708.6511
0.3,1.17966,1.87966,3.54391
5.99086,7.59107,7.33943,7.62943
0.3,1.54391,1.70513,3.71427
50942.04455,48670.58525,48147.90949,46047.43178
1.49627,4.14366,5.92919,7.78338
0.3,1.2288,1.72313,3.51864
0.3,1.11049,1.50502,3.14421
0.32437,1.64033,2.22209,3.91383
0.52991,1.47111,2.17111,3.70563
0.51,1.11,1.91,3.82709
0.6112,1.50891,2.10811,3.4758
0.3,1.179,1.96344,4.27706
0.5,1.1,1.6,3.779
0.52027,1.41503,1.84394,3.23856
2829172042629670.5,270890837693996.34,1213536237854411.2,187014685976107.94
1.526302275731847e+20,1.3849664297387028e+20,5.002634925130785e+19,8.737092586918573e+19
729069787872986.4,33293570265117.457,68361818876976.83,2421565730163.5933
1.519564191045337e+20,1.1077393117831378e+20,8.700633550492613e+19,5.383891414425728e+19
2.13566,4.50937,4.64151,5.14
1.1471070401961162e+16,6891345337258675.0,4684508717158540.0,5132275208866063.0
0.55875,1.10658,2.66962,2.67556
6531715226141262.0,8277541506127056.0,4897206498654420.0,5022036148307248.0
0.4505,1.58601,2.30363,3.63239
1.41929,2.51995,3.30642,5.0972
1.30999,2.42922,3.21529,4.53498
9.297645976583131e+18,5.739329317534273e+18,2.4281708593281403e+18,2.514150040564636e+18
8.333733775415178e+19,3.291173620510023e+19,4.4131874997122925e+19,4.13502219256532e+19
1.56251,4.83059,5.30884,5.82516
9.535771693809187e+18,3.76762927551697e+18,3.136223064275559e+18,2.430335529094852e+18
1.31453,2.08649,3.10965,4.33844
26340.1031,3360.65022,7973.67025,11849.80747
8.506940596935066e+19,4.445176466591947e+19,4.04533639956733e+19,4.987837761915207e+19
3.96249,2.64394,3.13455,5.26595
6138343.55,27123.4628,6364123.73361,5374561.64322
3.78662,2.57301,6.10965,5.83436
0.68105,1.22303,2.70013,4.01632
1.53096849322665e+20,1.0487673481719364e+20,7.613164910648176e+19,5.984221844526808e+19
1.5214516683802526e+20,8.824021601717395e+19,3.414450068410621e+19,8.180032634457206e+19
1.30803,1.70863,2.368,4.68302
130038427995.93297,25976291776.83608,18084256898.3889,129968787996.15778
1.18305,2.75648,2.6824,4.91135
4.00944,7.28226,4.16251,3.79294
90.72125,2.4,6.0104,5.86352
1.91616,4.62607,6.14805,7.01978
8.688180902790919e+19,3.3473032990762988e+19,4.1614798733132325e+19,3.1061853714447696e+19
4.1277,4.53558,4.56176,7.54784
3.39778,5.05366,6.39004,7.63077
13.75932,11.7186,11.22768,10.15795
1.5293133918371004e+20,5.706891246535696e+19,5.299346866200109e+19,7.2398129387885945e+19
17469863.61,2905.0,417351.03388,107371.7686
1.45007,4.78051,5.37256,5.03058
3.9,15.7833,4.37422,16.86316
30756.1,4043.85604,13633.65,3622.51176
1.41918,2.84857,3.08735,4.79294
272375633054.02002,33705940478.12174,617796975173.993,499646158796.1692
1.51111,5.84327,5.75856,7.79868
3.43349,3.28515,6.38124,5.6325
4.98417,3.87713,6.24794,6.56892
3.86596,3.93514,5.175,7.1079
4.03515,6.73416,6.47389,7.07296
1.523590449893668e+20,9.246605417469116e+19,7.449064919227877e+19,8.044339556175703e+19
0.30087,1.23707,1.70401,3.15858
1.498589305904153e+20,8.394513737631135e+19,4.014690539708486e+19,3.2831653772904554e+19
