3.02305,3.16523
1.3,1.70049
1.49733,1.53701
1.24979,1.40021
1.22462,1.16681
1.10014,1.41026
39.12832,40.75977
1.35937,1.1
11.57428,37.67879
1.13867,1.68402
1.26814,1.12475
1.11,1.3
2.42422,1.2
1.11918,1.12142
4.8872,20.61988
6712940168.82229,6114739671.72437
1.32322,1.2
566.14982,118.44947
65.67961,133.09112
1.14244,1.41621
1.8372,1.8647
19.65564,18.61144
4511.18693,4053.93216
1.50634,1.21677
1.47966,1.55966
1.55202,1.21879
1.15967,1.1
28.01647,35.85046
1.21049,1.25105
1.8105,1.58912
1.27751,1.37313
24.58928,30.86653
35.27366,31.8396
2.25701,3.70181
48120.38474,51288.43879
1.17966,1.27966
4.93069,7.3959
1.74734,1.61003
51769.29048,49846.2527
7.35821,6.24484
1.33581,1.18276
1.11,1.1
1.45025,1.5851
1.47111,1.47111
1.31,1.21
1.52894,1.51502
1.53586,1.66123
1.41358,1.1
1.55794,1.43126
1241467585760028.5,2123651070957125.5
1.0836459770223691e+20,6.659328752020416e+19
571344153655602.1,19590269922076.492
1.4208400268616792e+20,1.0671324817317415e+20
37.05467,2.89291
9150162337313234.0,2492539541728140.0
1.51722,1.6619
1.105047320872489e+16,8204716743391421.0
1.59311,1.92836
3.22593,2.52843
2.70971,2.44243
2.609881470284866e+18,9.466911447942106e+16
7.786792942270448e+19,7.771577357991104e+19
6.39651,6.22644
6.974927502353806e+18,6.303728510267227e+18
1.71382,2.5807
3977.83362,577.62
7.446997091295948e+19,7.400111446376286e+19
8.40413,4.28345
6654646.66467,5363458.15217
2.47691,5.80605
3.29993,1.34788
1.32762565044908e+20,1.1767525505406829e+20
9.47558914346825e+19,9.476425320825632e+19
2.47657,1.45578
24251887987.04194,135545619643.4296
2.18304,4.45535
3.42995,7.05149
2.19732,5.40253
7.62256,5.03121
6.577516784363407e+19,5.9546620391933755e+19
6.33951,7.57421
2.98017,4.26536
14.75196,12.5323
4.702874669479938e+19,8.378061479578291e+19
303827.27517,3440447.54069
6.06669,4.69488
28.66,139.01098
13638.12,13605.80637
3.92368,1.6716
129258866252.65715,35335197490.87671
4.95829,5.61198
6.46425,1.75637
5.96693,6.79129
3.27618,5.3122
6.4418,4.4049
1.028837330637169e+20,1.4209355926292849e+20
1.40087,1.10065
1.0467797126488431e+20,9.457036434330698e+19
