2.08121,2.10299,2.36465
1.55246,1.71518,1.62652
1.48814,1.37554,1.53701
1.2,1.24796,1.30375
1.12804,1.30124,1.11117
1.1178,1.18577,1.10324
31.57357,29.55989,76.35513
1.21978,1.32814,1.10302
32.37392,17.64577,24.90128
1.48082,1.45516,1.13867
1.12804,1.13001,1.1976
1.18168,1.3,1.2
2.44285,2.41323,2.75137
1.18874,1.18919,1.12018
6.19814,16.49702,12.40854
4843433031.9127,4311195103.74154,5739067942.2004
1.1024,1.17132,1.19882
493.85862,677.10738,562.59292
44.74343,23.18506,72.70928
1.13475,1.13475,1.17327
1.84528,1.56436,1.43527
5.26755,6.75128,21.48578
5459.2476,4987.6445,4672.09444
1.47243,1.47009,1.28953
1.4649,1.43029,1.48663
1.48923,1.33639,1.26993
1.15967,1.55967,1.50538
25.75586,37.51262,48.73448
1.15373,1.10133,1.26058
1.11989,1.71621,1.87064
1.36398,1.49387,1.60892
147.4451,23.01311,35.7611
36.80358,39.49014,33.7561
1.38716,2.35661,2.06647
50092.16898,46885.92587,48728.15432
1.91593,1.64127,1.49262
6.89304,7.7716,5.1539
1.5905,1.30975,1.58223
47890.07236,49635.96697,50070.94971
6.05454,6.06608,8.39076
1.11524,1.26567,1.32495
1.24488,1.16213,1.2203
1.85809,1.79009,1.27366
1.62009,1.44338,1.38752
1.41,1.11,1.11
1.34211,1.58633,1.13295
1.48081,1.51835,1.48625
1.2,1.4,1.4
1.28307,1.32094,1.16781
1792301081702112.5,2140811199100385.8,1563929127855234.0
7.448973083594031e+19,3.708067829155018e+19,1.2772163650053513e+20
421749267110861.5,650580275647706.1,536990432320866.9
1.1918331800413536e+20,8.823174277489043e+19,1.1789837211858954e+20
5.45543,2.62827,6.40317
1214389823253430.2,1.1336710912567478e+16,1.1675873497031644e+16
1.46438,1.44022,1.18265
8971461978182692.0,4892790659833910.0,4649110258951696.0
2.13676,1.24987,1.67763
2.47439,2.65792,1.78504
2.41508,2.10683,2.42445
7.200269240495944e+18,5.28280994259699e+18,4.900861066417864e+18
1.8420223286414852e+19,4.085674186506661e+19,1.7182420886805225e+19
3.46173,6.04226,5.02893
6.977051825896624e+18,5.41233223915419e+18,6.973552487709769e+18
2.60309,2.41993,2.0487
12956.81953,12740.54847,2637.46
3.9240019581219815e+19,4.096665600973385e+19,3.0612318392602735e+19
2.85819,4.02234,4.91121
49395.52619,6765849.0,2219137.93
3.56039,2.431,2.95368
1.76784,2.42015,2.01893
7.60947319369897e+19,8.909053802167666e+19,7.57802265680008e+19
1.0694761916395722e+20,1.1330013962915897e+20,1.4208475427984735e+20
2.251,2.50569,2.3042
101677164996.54733,129724218886.95999,86627.33
2.51579,2.11941,2.51159
3.72572,4.34162,2.64466
22.41171,1.3,6.97113
5.29043,2.25578,5.06015
5.393030663799117e+19,4.216128199296105e+19,7.046341336863994e+19
6.20522,6.01638,7.27529
4.30873,7.95121,4.68482
15.80532,11.72144,11.68925
8.032444142853451e+19,7.430551964208523e+19,1.4209358633075936e+20
3258443.99,6619353.15,36869.83666
3.41916,5.84664,3.46126
4.62,27.48997,20.28
14430.72366,5379.36375,15215.71153
2.92413,2.79641,2.75854
12170.3,300709975714.0563,514907051831.15845
6.1253,4.48796,2.11689
6.98545,6.32638,6.56521
5.50203,4.31779,5.38094
5.68138,5.45215,5.05192
4.99893,3.5801,5.38509
8.050395952939021e+19,1.1085711292289828e+20,1.1166894430462548e+20
1.14588,1.25512,1.11123
1.392126654878828e+20,1.2060384846021883e+20,5.321936183940256e+19
